FECHA,TICKET,SWAP_SPREAD
22/02/2017,65X1,43.47
22/02/2017,91X1,57.06
22/02/2017,130X1,56.41
22/02/2017,195X1,44.95
22/02/2017,260X1,46.49
22/02/2017,390X1,57.83
22/02/2017,RR,NA
21/02/2017,RR,NA
21/02/2017,TIIE,35.5
21/02/2017,3X1,28.68
21/02/2017,6X1,36.87
21/02/2017,9X1,46.48
21/02/2017,13X1,52.17
21/02/2017,26X1,57.5
21/02/2017,39X1,58.29
21/02/2017,52X1,52.41
21/02/2017,65X1,57.38
21/02/2017,91X1,55.38
21/02/2017,130X1,57.34
21/02/2017,195X1,44.71
21/02/2017,260X1,44.7
21/02/2017,390X1,63.01
20/02/2017,TIIE,34.65
20/02/2017,3X1,34.94
20/02/2017,6X1,39.44
20/02/2017,9X1,49.88
20/02/2017,13X1,60.97
20/02/2017,26X1,65.85
20/02/2017,39X1,64.98
20/02/2017,52X1,60.51
20/02/2017,65X1,76.04
20/02/2017,91X1,64.48
20/02/2017,130X1,66.97
20/02/2017,195X1,51.41
20/02/2017,260X1,51.64
20/02/2017,390X1,65.19
20/02/2017,RR,NA
17/02/2017,RR,NA
17/02/2017,TIIE,38.5
17/02/2017,3X1,37.15
17/02/2017,6X1,40.56
17/02/2017,9X1,50.48
17/02/2017,13X1,60.97
17/02/2017,26X1,64.17
17/02/2017,39X1,64.35
17/02/2017,52X1,61.28
17/02/2017,65X1,80.2
17/02/2017,91X1,64.06
17/02/2017,130X1,59.5
17/02/2017,195X1,51.24
17/02/2017,260X1,49.75
17/02/2017,390X1,64.23
16/02/2017,TIIE,38.5
16/02/2017,3X1,37.65
16/02/2017,6X1,38.24
16/02/2017,9X1,47.38
16/02/2017,13X1,58.47
16/02/2017,26X1,62.23
16/02/2017,39X1,65.58
16/02/2017,52X1,62.25
16/02/2017,65X1,76.14
16/02/2017,91X1,63.41
16/02/2017,130X1,58.34
16/02/2017,195X1,55.87
16/02/2017,260X1,56.53
16/02/2017,390X1,69.96
16/02/2017,RR,NA
15/02/2017,RR,NA
15/02/2017,TIIE,40.5
15/02/2017,3X1,37.37
15/02/2017,6X1,35.27
15/02/2017,9X1,43.28
15/02/2017,13X1,54.27
15/02/2017,26X1,57.89
15/02/2017,39X1,61.84
15/02/2017,52X1,60.7
15/02/2017,65X1,62.9
15/02/2017,91X1,64.76
15/02/2017,130X1,60.58
15/02/2017,195X1,61.99
15/02/2017,260X1,64.06
15/02/2017,390X1,83.71
14/02/2017,TIIE,37.8
14/02/2017,3X1,36.65
14/02/2017,6X1,42.21
14/02/2017,9X1,50.04
14/02/2017,13X1,61.41
14/02/2017,26X1,62.93
14/02/2017,39X1,66.61
14/02/2017,52X1,64.57
14/02/2017,65X1,57.75
14/02/2017,91X1,67.62
14/02/2017,130X1,59.82
14/02/2017,195X1,64.84
14/02/2017,260X1,69.34
14/02/2017,390X1,85.95
14/02/2017,RR,NA
13/02/2017,RR,NA
13/02/2017,TIIE,33.71
13/02/2017,3X1,35.2
13/02/2017,6X1,41.5
13/02/2017,9X1,48.79
13/02/2017,13X1,55.85
13/02/2017,26X1,60
13/02/2017,39X1,64.17
13/02/2017,52X1,60.98
13/02/2017,65X1,51.24
13/02/2017,91X1,64.18
13/02/2017,130X1,57.15
13/02/2017,195X1,62.29
13/02/2017,260X1,63.82
13/02/2017,390X1,83.39
10/02/2017,TIIE,33.5
10/02/2017,3X1,35.2
10/02/2017,6X1,42
10/02/2017,9X1,49.79
10/02/2017,13X1,55.85
10/02/2017,26X1,55.85
10/02/2017,39X1,58.38
10/02/2017,52X1,57.63
10/02/2017,65X1,53.75
10/02/2017,91X1,59.98
10/02/2017,130X1,62.49
10/02/2017,195X1,59.51
10/02/2017,260X1,60.69
10/02/2017,390X1,88.55
10/02/2017,RR,NA
09/02/2017,RR,NA
09/02/2017,TIIE,1.58
09/02/2017,3X1,22.6
09/02/2017,6X1,39.17
09/02/2017,9X1,47.48
09/02/2017,13X1,55.67
09/02/2017,26X1,69.15
09/02/2017,39X1,70.38
09/02/2017,52X1,65.95
09/02/2017,65X1,50.93
09/02/2017,91X1,62.19
09/02/2017,130X1,63.88
09/02/2017,195X1,57.01
09/02/2017,260X1,58.08
09/02/2017,390X1,61.43
08/02/2017,TIIE,28.23
08/02/2017,3X1,23.14
08/02/2017,6X1,22.19
08/02/2017,9X1,33.44
08/02/2017,13X1,47.85
08/02/2017,26X1,59.71
08/02/2017,39X1,61.24
08/02/2017,52X1,56.92
08/02/2017,65X1,42.31
08/02/2017,91X1,52.58
08/02/2017,130X1,50.19
08/02/2017,195X1,46.99
08/02/2017,260X1,46.26
08/02/2017,390X1,61.43
08/02/2017,RR,NA
07/02/2017,RR,NA
07/02/2017,TIIE,26.95
07/02/2017,3X1,22.76
07/02/2017,6X1,22.32
07/02/2017,9X1,35.25
07/02/2017,13X1,47.82
07/02/2017,26X1,58.66
07/02/2017,39X1,59.79
07/02/2017,52X1,56.2
07/02/2017,65X1,54.76
07/02/2017,91X1,55.49
07/02/2017,130X1,61.66
07/02/2017,195X1,45.14
07/02/2017,260X1,45.02
07/02/2017,390X1,61.76
03/02/2017,TIIE,29.03
03/02/2017,3X1,25.24
03/02/2017,6X1,24.83
03/02/2017,9X1,38.63
03/02/2017,13X1,52.94
03/02/2017,26X1,60.76
03/02/2017,39X1,61.72
03/02/2017,52X1,59.42
03/02/2017,65X1,57.5
03/02/2017,91X1,54.04
03/02/2017,130X1,57.26
03/02/2017,195X1,42.4
03/02/2017,260X1,45.93
03/02/2017,390X1,61.42
03/02/2017,RR,NA
02/02/2017,RR,NA
02/02/2017,TIIE,28.25
02/02/2017,3X1,19.86
02/02/2017,6X1,21.68
02/02/2017,9X1,36.32
02/02/2017,13X1,49.73
02/02/2017,26X1,60.11
02/02/2017,39X1,62.76
02/02/2017,52X1,57.72
02/02/2017,65X1,62.41
02/02/2017,91X1,56.96
02/02/2017,130X1,52.38
02/02/2017,195X1,45.75
02/02/2017,260X1,48.9
02/02/2017,390X1,61.82
01/02/2017,TIIE,28.15
01/02/2017,3X1,13.83
01/02/2017,6X1,19.32
01/02/2017,9X1,35.04
01/02/2017,13X1,47.91
01/02/2017,26X1,61.23
01/02/2017,39X1,62.73
01/02/2017,52X1,55.64
01/02/2017,65X1,67.7
01/02/2017,91X1,56.03
01/02/2017,130X1,51.72
01/02/2017,195X1,43.78
01/02/2017,260X1,45.44
01/02/2017,390X1,62.79
01/02/2017,RR,NA
31/01/2017,RR,NA
31/01/2017,TIIE,28
31/01/2017,3X1,12.69
31/01/2017,6X1,19.04
31/01/2017,9X1,33.08
31/01/2017,13X1,43.97
31/01/2017,26X1,58.19
31/01/2017,39X1,59.72
31/01/2017,52X1,52.11
31/01/2017,65X1,54.12
31/01/2017,91X1,51.43
31/01/2017,130X1,49.43
31/01/2017,195X1,39.44
31/01/2017,260X1,39.2
31/01/2017,390X1,57.32
30/01/2017,TIIE,43.25
30/01/2017,3X1,19.6
30/01/2017,6X1,24.46
30/01/2017,9X1,42.13
30/01/2017,13X1,56.94
30/01/2017,26X1,59.17
30/01/2017,39X1,59.89
30/01/2017,52X1,51.32
30/01/2017,65X1,55.22
30/01/2017,91X1,52.12
30/01/2017,130X1,56.16
30/01/2017,195X1,39.82
30/01/2017,260X1,41.74
30/01/2017,390X1,60.96
30/01/2017,RR,NA
27/01/2017,RR,NA
27/01/2017,TIIE,39.37
27/01/2017,3X1,20.66
27/01/2017,6X1,25.71
27/01/2017,9X1,43.88
27/01/2017,13X1,58.44
27/01/2017,26X1,63.86
27/01/2017,39X1,62.91
27/01/2017,52X1,52.72
27/01/2017,65X1,60.92
27/01/2017,91X1,54.32
27/01/2017,130X1,56.41
27/01/2017,195X1,44.35
27/01/2017,260X1,47.88
27/01/2017,390X1,69.46
26/01/2017,TIIE,38.75
26/01/2017,3X1,22.04
26/01/2017,6X1,25.47
26/01/2017,9X1,45.71
26/01/2017,13X1,62.05
26/01/2017,26X1,68.25
26/01/2017,39X1,67.16
26/01/2017,52X1,55.56
26/01/2017,65X1,71.47
26/01/2017,91X1,60.04
26/01/2017,130X1,63.79
26/01/2017,195X1,53.67
26/01/2017,260X1,57.93
26/01/2017,390X1,76.06
26/01/2017,RR,NA
25/01/2017,RR,NA
25/01/2017,TIIE,37.75
25/01/2017,3X1,20.43
25/01/2017,6X1,21.82
25/01/2017,9X1,42.42
25/01/2017,13X1,60.23
25/01/2017,26X1,65.71
25/01/2017,39X1,63.89
25/01/2017,52X1,53.75
25/01/2017,65X1,74.94
25/01/2017,91X1,54.1
25/01/2017,130X1,58.73
25/01/2017,195X1,46.56
25/01/2017,260X1,50.13
25/01/2017,390X1,69.66
24/01/2017,TIIE,37.75
24/01/2017,3X1,19.67
24/01/2017,6X1,20.55
24/01/2017,9X1,43.13
24/01/2017,13X1,63.73
24/01/2017,26X1,69.71
24/01/2017,39X1,69.15
24/01/2017,52X1,59.23
24/01/2017,65X1,71.53
24/01/2017,91X1,58.42
24/01/2017,130X1,51.81
24/01/2017,195X1,47.07
24/01/2017,260X1,53.04
24/01/2017,390X1,77.52
24/01/2017,RR,NA
23/01/2017,RR,NA
23/01/2017,TIIE,39.24
23/01/2017,3X1,25.17
23/01/2017,6X1,27.22
23/01/2017,9X1,48.32
23/01/2017,13X1,64.73
23/01/2017,26X1,74.41
23/01/2017,39X1,73.31
23/01/2017,52X1,65.03
23/01/2017,65X1,66.64
23/01/2017,91X1,62.31
23/01/2017,130X1,53.58
23/01/2017,195X1,45.5
23/01/2017,260X1,52.64
23/01/2017,390X1,76.46
20/01/2017,TIIE,31.86
20/01/2017,3X1,25.39
20/01/2017,6X1,29.08
20/01/2017,9X1,48.4
20/01/2017,13X1,63.85
20/01/2017,26X1,65.62
20/01/2017,39X1,67.22
20/01/2017,52X1,60.72
20/01/2017,65X1,61.5
20/01/2017,91X1,59.49
20/01/2017,130X1,58.34
20/01/2017,195X1,47.53
20/01/2017,260X1,54.7
20/01/2017,390X1,73.02
20/01/2017,RR,NA
19/01/2017,RR,NA
19/01/2017,TIIE,31.75
19/01/2017,3X1,25.51
19/01/2017,6X1,33.92
19/01/2017,9X1,53.45
19/01/2017,13X1,66.59
19/01/2017,26X1,67.11
19/01/2017,39X1,67.48
19/01/2017,52X1,61.62
19/01/2017,65X1,62.67
19/01/2017,91X1,56.39
19/01/2017,130X1,59.58
19/01/2017,195X1,48.21
19/01/2017,260X1,54.78
19/01/2017,390X1,78.68
18/01/2017,TIIE,27
18/01/2017,3X1,25.57
18/01/2017,6X1,35.92
18/01/2017,9X1,55.81
18/01/2017,13X1,69.53
18/01/2017,26X1,70.11
18/01/2017,39X1,70.51
18/01/2017,52X1,62.39
18/01/2017,65X1,67.23
18/01/2017,91X1,59.69
18/01/2017,130X1,55.8
18/01/2017,195X1,49.25
18/01/2017,260X1,54.76
18/01/2017,390X1,73.86
18/01/2017,RR,NA
17/01/2017,RR,NA
17/01/2017,TIIE,26.76
17/01/2017,3X1,24.07
17/01/2017,6X1,35.72
17/01/2017,9X1,52.29
17/01/2017,13X1,64.35
17/01/2017,26X1,63.26
17/01/2017,39X1,65.09
17/01/2017,52X1,57.01
17/01/2017,65X1,62.64
17/01/2017,91X1,55.47
17/01/2017,130X1,43.74
17/01/2017,195X1,41.22
17/01/2017,260X1,46.81
17/01/2017,390X1,65.86
16/01/2017,TIIE,28.86
16/01/2017,3X1,30.81
16/01/2017,6X1,37.7
16/01/2017,9X1,49.78
16/01/2017,13X1,58.85
16/01/2017,26X1,58.06
16/01/2017,39X1,58.66
16/01/2017,52X1,53.18
16/01/2017,65X1,53.99
16/01/2017,91X1,50.48
16/01/2017,130X1,44
16/01/2017,195X1,36.29
16/01/2017,260X1,42.55
16/01/2017,390X1,63.66
16/01/2017,RR,NA
13/01/2017,RR,NA
13/01/2017,TIIE,28.75
13/01/2017,3X1,30.81
13/01/2017,6X1,37.7
13/01/2017,9X1,49.78
13/01/2017,13X1,58.85
13/01/2017,26X1,61.07
13/01/2017,39X1,61.78
13/01/2017,52X1,56.73
13/01/2017,65X1,46.58
13/01/2017,91X1,55.47
13/01/2017,130X1,44.05
13/01/2017,195X1,41.78
13/01/2017,260X1,47.4
13/01/2017,390X1,67.52
12/01/2017,TIIE,31.5
12/01/2017,3X1,19.51
12/01/2017,6X1,32.92
12/01/2017,9X1,50.69
12/01/2017,13X1,62.35
12/01/2017,26X1,61.82
12/01/2017,39X1,63.62
12/01/2017,52X1,55.78
12/01/2017,65X1,49.81
12/01/2017,91X1,56.7
12/01/2017,130X1,52.44
12/01/2017,195X1,45.51
12/01/2017,260X1,52.89
12/01/2017,390X1,73.32
12/01/2017,RR,NA
11/01/2017,RR,NA
11/01/2017,TIIE,24.5
11/01/2017,3X1,20.71
11/01/2017,6X1,39.81
11/01/2017,9X1,55.71
11/01/2017,13X1,63.51
11/01/2017,26X1,64.74
11/01/2017,39X1,67.68
11/01/2017,52X1,59.67
11/01/2017,65X1,68.64
11/01/2017,91X1,61.05
11/01/2017,130X1,67.47
11/01/2017,195X1,52.57
11/01/2017,260X1,61.48
11/01/2017,390X1,91.46
10/01/2017,TIIE,24.5
10/01/2017,3X1,17.08
10/01/2017,6X1,39.36
10/01/2017,9X1,60.82
10/01/2017,13X1,74.41
10/01/2017,26X1,63.88
10/01/2017,39X1,66.8
10/01/2017,52X1,57.54
10/01/2017,65X1,76.66
10/01/2017,91X1,60.79
10/01/2017,130X1,65.24
10/01/2017,195X1,52.46
10/01/2017,260X1,62.12
10/01/2017,390X1,81.66
10/01/2017,RR,NA
09/01/2017,RR,NA
09/01/2017,TIIE,26.5
09/01/2017,3X1,23.35
09/01/2017,6X1,41.09
09/01/2017,9X1,60.16
09/01/2017,13X1,71.17
09/01/2017,26X1,58.07
09/01/2017,39X1,60.86
09/01/2017,52X1,53.69
09/01/2017,65X1,70.53
09/01/2017,91X1,59.52
09/01/2017,130X1,47.02
09/01/2017,195X1,54.22
09/01/2017,260X1,64.68
09/01/2017,390X1,84.29
06/01/2017,TIIE,27
06/01/2017,3X1,30.39
06/01/2017,6X1,42.96
06/01/2017,9X1,61.67
06/01/2017,13X1,72.38
06/01/2017,26X1,56.64
06/01/2017,39X1,58.99
06/01/2017,52X1,52.22
06/01/2017,65X1,62.23
06/01/2017,91X1,56.5
06/01/2017,130X1,50.75
06/01/2017,195X1,54.81
06/01/2017,260X1,63.52
06/01/2017,390X1,85.16
06/01/2017,RR,NA
05/01/2017,RR,NA
05/01/2017,TIIE,29
05/01/2017,3X1,38.63
05/01/2017,6X1,52.21
05/01/2017,9X1,67.86
05/01/2017,13X1,81.38
05/01/2017,26X1,59.91
05/01/2017,39X1,63.3
05/01/2017,52X1,56.53
05/01/2017,65X1,64.11
05/01/2017,91X1,58.39
05/01/2017,130X1,70.89
05/01/2017,195X1,57.82
05/01/2017,260X1,65.74
05/01/2017,390X1,90.72
04/01/2017,TIIE,30
04/01/2017,3X1,33.02
04/01/2017,6X1,41.72
04/01/2017,9X1,58.74
04/01/2017,13X1,65.2
04/01/2017,26X1,57.55
04/01/2017,39X1,64.2
04/01/2017,52X1,55.89
04/01/2017,65X1,40.76
04/01/2017,91X1,55.81
04/01/2017,130X1,42.86
04/01/2017,195X1,53.19
04/01/2017,260X1,59.02
04/01/2017,390X1,82.49
04/01/2017,RR,NA
03/01/2017,RR,NA
03/01/2017,TIIE,29.5
03/01/2017,3X1,32.52
03/01/2017,6X1,41.69
03/01/2017,9X1,56.99
03/01/2017,13X1,61.96
03/01/2017,26X1,52.99
03/01/2017,39X1,58.41
03/01/2017,52X1,52.7
03/01/2017,65X1,36.65
03/01/2017,91X1,55.14
03/01/2017,130X1,44.99
03/01/2017,195X1,55.69
03/01/2017,260X1,57.82
03/01/2017,390X1,77.29
02/01/2017,TIIE,36
02/01/2017,3X1,35.57
02/01/2017,6X1,42.22
02/01/2017,9X1,60.14
02/01/2017,13X1,78.36
02/01/2017,26X1,47.83
02/01/2017,39X1,53.06
02/01/2017,52X1,50.66
02/01/2017,65X1,29
02/01/2017,91X1,57.26
02/01/2017,130X1,40.14
02/01/2017,195X1,52.83
02/01/2017,260X1,58.78
02/01/2017,390X1,87.3
02/01/2017,RR,NA
30/12/2016,RR,NA
30/12/2016,TIIE,33
30/12/2016,3X1,35.24
30/12/2016,6X1,43.05
30/12/2016,9X1,60.74
30/12/2016,13X1,78.36
30/12/2016,26X1,42.99
30/12/2016,39X1,48.91
30/12/2016,52X1,43.2
30/12/2016,65X1,21.7
30/12/2016,91X1,44.64
30/12/2016,130X1,51.79
30/12/2016,195X1,42.69
30/12/2016,260X1,45.31
30/12/2016,390X1,72.79
29/12/2016,TIIE,33.66
29/12/2016,3X1,33.35
29/12/2016,6X1,42.52
29/12/2016,9X1,61.53
29/12/2016,13X1,75.36
29/12/2016,26X1,41.49
29/12/2016,39X1,47.91
29/12/2016,52X1,41.7
29/12/2016,65X1,38.84
29/12/2016,91X1,46.14
29/12/2016,130X1,43.14
29/12/2016,195X1,47.69
29/12/2016,260X1,50.31
29/12/2016,390X1,72.79
29/12/2016,RR,NA
28/12/2016,RR,NA
28/12/2016,TIIE,34
28/12/2016,3X1,32.85
28/12/2016,6X1,44.02
28/12/2016,9X1,63.53
28/12/2016,13X1,78.86
28/12/2016,26X1,43.38
28/12/2016,39X1,55.44
28/12/2016,52X1,49.26
28/12/2016,65X1,47.27
28/12/2016,91X1,55.07
28/12/2016,130X1,49.14
28/12/2016,195X1,52.02
28/12/2016,260X1,62.56
28/12/2016,390X1,82.19
27/12/2016,TIIE,42
27/12/2016,3X1,34.74
27/12/2016,6X1,46.02
27/12/2016,9X1,64.53
27/12/2016,13X1,79.36
27/12/2016,26X1,48.71
27/12/2016,39X1,58.94
27/12/2016,52X1,51.21
27/12/2016,65X1,56.46
27/12/2016,91X1,57.07
27/12/2016,130X1,50.81
27/12/2016,195X1,60.03
27/12/2016,260X1,67.97
27/12/2016,390X1,86.56
27/12/2016,RR,NA
26/12/2016,RR,NA
26/12/2016,TIIE,48
26/12/2016,3X1,38.7
26/12/2016,6X1,46.96
26/12/2016,9X1,61.93
26/12/2016,13X1,71.36
26/12/2016,26X1,55.69
26/12/2016,39X1,63.06
26/12/2016,52X1,57.99
26/12/2016,65X1,39.77
26/12/2016,91X1,63.67
26/12/2016,130X1,43.51
26/12/2016,195X1,64.94
26/12/2016,260X1,71.57
26/12/2016,390X1,84.27
23/12/2016,TIIE,48
23/12/2016,3X1,38.7
23/12/2016,6X1,46.96
23/12/2016,9X1,61.93
23/12/2016,13X1,71.36
23/12/2016,26X1,55.78
23/12/2016,39X1,63.25
23/12/2016,52X1,58.09
23/12/2016,65X1,39.77
23/12/2016,91X1,63.78
23/12/2016,130X1,58.17
23/12/2016,195X1,64.81
23/12/2016,260X1,71.59
23/12/2016,390X1,84.27
23/12/2016,RR,NA
22/12/2016,RR,NA
22/12/2016,TIIE,47.5
22/12/2016,3X1,41.84
22/12/2016,6X1,47.42
22/12/2016,9X1,60.93
22/12/2016,13X1,70.36
22/12/2016,26X1,60.17
22/12/2016,39X1,67.13
22/12/2016,52X1,60.5
22/12/2016,65X1,39.9
22/12/2016,91X1,61.83
22/12/2016,130X1,57.72
22/12/2016,195X1,63.67
22/12/2016,260X1,70.59
22/12/2016,390X1,81.37
21/12/2016,TIIE,48.75
21/12/2016,3X1,40.95
21/12/2016,6X1,42.74
21/12/2016,9X1,54.77
21/12/2016,13X1,62.8
21/12/2016,26X1,56.05
21/12/2016,39X1,61.74
21/12/2016,52X1,57.81
21/12/2016,65X1,27.62
21/12/2016,91X1,60.57
21/12/2016,130X1,49.68
21/12/2016,195X1,61.54
21/12/2016,260X1,71.23
21/12/2016,390X1,89.29
21/12/2016,RR,NA
20/12/2016,RR,NA
20/12/2016,TIIE,47.25
20/12/2016,3X1,40.84
20/12/2016,6X1,45.04
20/12/2016,9X1,56.74
20/12/2016,13X1,64.58
20/12/2016,26X1,57.46
20/12/2016,39X1,62.77
20/12/2016,52X1,61.19
20/12/2016,65X1,43.1
20/12/2016,91X1,60.03
20/12/2016,130X1,55.95
20/12/2016,195X1,60.47
20/12/2016,260X1,71.67
20/12/2016,390X1,87.7
19/12/2016,TIIE,34.25
19/12/2016,3X1,42.03
19/12/2016,6X1,44.45
19/12/2016,9X1,54.14
19/12/2016,13X1,58.08
19/12/2016,26X1,55.44
19/12/2016,39X1,63.08
19/12/2016,52X1,60.6
19/12/2016,65X1,38.47
19/12/2016,91X1,57.51
19/12/2016,130X1,53.1
19/12/2016,195X1,60.71
19/12/2016,260X1,70.6
19/12/2016,390X1,90.57
19/12/2016,RR,NA
16/12/2016,RR,NA
16/12/2016,TIIE,33.03
16/12/2016,3X1,41.53
16/12/2016,6X1,42.2
16/12/2016,9X1,55.55
16/12/2016,13X1,65.63
16/12/2016,26X1,56.99
16/12/2016,39X1,64.74
16/12/2016,52X1,60.71
16/12/2016,65X1,43.89
16/12/2016,91X1,56.23
16/12/2016,130X1,61.41
16/12/2016,195X1,56.17
16/12/2016,260X1,68.84
16/12/2016,390X1,86.39
15/12/2016,TIIE,-11.26
15/12/2016,3X1,13.36
15/12/2016,6X1,32.21
15/12/2016,9X1,45.09
15/12/2016,13X1,55.19
15/12/2016,26X1,56.78
15/12/2016,39X1,65.02
15/12/2016,52X1,59.56
15/12/2016,65X1,45.63
15/12/2016,91X1,55.14
15/12/2016,130X1,49.24
15/12/2016,195X1,58.68
15/12/2016,260X1,72.13
15/12/2016,390X1,94.98
15/12/2016,RR,NA
14/12/2016,RR,NA
14/12/2016,TIIE,17.49
14/12/2016,3X1,22.51
14/12/2016,6X1,31.24
14/12/2016,9X1,43.72
14/12/2016,13X1,55.64
14/12/2016,26X1,55.65
14/12/2016,39X1,66.33
14/12/2016,52X1,58.95
14/12/2016,65X1,44.01
14/12/2016,91X1,54.09
14/12/2016,130X1,51.6
14/12/2016,195X1,53.81
14/12/2016,260X1,66.76
14/12/2016,390X1,89.1
13/12/2016,TIIE,9.19
13/12/2016,3X1,21.12
13/12/2016,6X1,31.24
13/12/2016,9X1,43.72
13/12/2016,13X1,53.14
13/12/2016,26X1,56.66
13/12/2016,39X1,68.25
13/12/2016,52X1,56
13/12/2016,65X1,46.37
13/12/2016,91X1,49.22
13/12/2016,130X1,50.52
13/12/2016,195X1,49.6
13/12/2016,260X1,62.35
13/12/2016,390X1,82.54
13/12/2016,RR,NA
09/12/2016,RR,NA
09/12/2016,TIIE,1.13
09/12/2016,3X1,17.33
09/12/2016,6X1,26.51
09/12/2016,9X1,39.42
09/12/2016,13X1,50.64
09/12/2016,26X1,54.46
09/12/2016,39X1,63.45
09/12/2016,52X1,53.76
09/12/2016,65X1,41.56
09/12/2016,91X1,46.91
09/12/2016,130X1,47.87
09/12/2016,195X1,47.69
09/12/2016,260X1,57.52
09/12/2016,390X1,66.42
08/12/2016,TIIE,2.5
08/12/2016,3X1,12.8
08/12/2016,6X1,21.7
08/12/2016,9X1,33.98
08/12/2016,13X1,43.59
08/12/2016,26X1,54.36
08/12/2016,39X1,61.81
08/12/2016,52X1,52.62
08/12/2016,65X1,38.9
08/12/2016,91X1,47.08
08/12/2016,130X1,34.95
08/12/2016,195X1,48.42
08/12/2016,260X1,59.57
08/12/2016,390X1,79.98
08/12/2016,RR,NA
07/12/2016,RR,NA
07/12/2016,TIIE,1.83
07/12/2016,3X1,8.66
07/12/2016,6X1,16.62
07/12/2016,9X1,29.39
07/12/2016,13X1,40.75
07/12/2016,26X1,48.66
07/12/2016,39X1,53.07
07/12/2016,52X1,46.78
07/12/2016,65X1,41.3
07/12/2016,91X1,45.07
07/12/2016,130X1,42.8
07/12/2016,195X1,46.79
07/12/2016,260X1,58.55
07/12/2016,390X1,80.41
06/12/2016,TIIE,1.35
06/12/2016,3X1,5.53
06/12/2016,6X1,13.39
06/12/2016,9X1,30.89
06/12/2016,13X1,45.75
06/12/2016,26X1,47.48
06/12/2016,39X1,52.79
06/12/2016,52X1,43.08
06/12/2016,65X1,45.89
06/12/2016,91X1,45.74
06/12/2016,130X1,50.79
06/12/2016,195X1,48.95
06/12/2016,260X1,61.13
06/12/2016,390X1,82.54
06/12/2016,RR,NA
05/12/2016,RR,NA
05/12/2016,TIIE,-1.5
05/12/2016,3X1,7.69
05/12/2016,6X1,13.86
05/12/2016,9X1,30.68
05/12/2016,13X1,41.52
05/12/2016,26X1,45.96
05/12/2016,39X1,49.96
05/12/2016,52X1,40.69
05/12/2016,65X1,47.02
05/12/2016,91X1,44.9
05/12/2016,130X1,47.43
05/12/2016,195X1,49.05
05/12/2016,260X1,60.74
05/12/2016,390X1,82.13
02/12/2016,TIIE,3.9
02/12/2016,3X1,4.71
02/12/2016,6X1,16.56
02/12/2016,9X1,32.88
02/12/2016,13X1,45.52
02/12/2016,26X1,45.49
02/12/2016,39X1,49.69
02/12/2016,52X1,42.49
02/12/2016,65X1,57.84
02/12/2016,91X1,43.6
02/12/2016,130X1,48.57
02/12/2016,195X1,49.81
02/12/2016,260X1,64.34
02/12/2016,390X1,85.23
02/12/2016,RR,NA
01/12/2016,RR,NA
01/12/2016,TIIE,3.5
01/12/2016,3X1,0.45
01/12/2016,6X1,14.9
01/12/2016,9X1,33.08
01/12/2016,13X1,45.52
01/12/2016,26X1,43.38
01/12/2016,39X1,49.19
01/12/2016,52X1,44.99
01/12/2016,65X1,55.95
01/12/2016,91X1,47.44
01/12/2016,130X1,43.31
01/12/2016,195X1,48.78
01/12/2016,260X1,61.33
01/12/2016,390X1,87.23
30/11/2016,TIIE,-0.65
30/11/2016,3X1,0.76
30/11/2016,6X1,14.21
30/11/2016,9X1,36.28
30/11/2016,13X1,54.09
30/11/2016,26X1,47.61
30/11/2016,39X1,51.59
30/11/2016,52X1,44.46
30/11/2016,65X1,42.19
30/11/2016,91X1,43.87
30/11/2016,130X1,38.66
30/11/2016,195X1,48.99
30/11/2016,260X1,57.2
30/11/2016,390X1,74.2
30/11/2016,RR,NA
29/11/2016,RR,NA
29/11/2016,TIIE,-4.62
29/11/2016,3X1,-4.37
29/11/2016,6X1,15.78
29/11/2016,9X1,43.69
29/11/2016,13X1,63.59
29/11/2016,26X1,45.52
29/11/2016,39X1,48.86
29/11/2016,52X1,40.32
29/11/2016,65X1,42.3
29/11/2016,91X1,43.31
29/11/2016,130X1,44.05
29/11/2016,195X1,46.91
29/11/2016,260X1,59.59
29/11/2016,390X1,74.7
28/11/2016,TIIE,6.77
28/11/2016,3X1,-0.67
28/11/2016,6X1,24.43
28/11/2016,9X1,52.59
28/11/2016,13X1,72.09
28/11/2016,26X1,48.93
28/11/2016,39X1,53.29
28/11/2016,52X1,41.5
28/11/2016,65X1,42.48
28/11/2016,91X1,39.12
28/11/2016,130X1,42.64
28/11/2016,195X1,46.69
28/11/2016,260X1,59.27
28/11/2016,390X1,73.32
28/11/2016,RR,NA
25/11/2016,RR,NA
25/11/2016,TIIE,12.5
25/11/2016,3X1,11.68
25/11/2016,6X1,37.25
25/11/2016,9X1,63.48
25/11/2016,13X1,79.09
25/11/2016,26X1,51.94
25/11/2016,39X1,53.98
25/11/2016,52X1,43.72
25/11/2016,65X1,48.07
25/11/2016,91X1,40.92
25/11/2016,130X1,43.77
25/11/2016,195X1,47.48
25/11/2016,260X1,60.66
25/11/2016,390X1,76.01
24/11/2016,TIIE,9.62
24/11/2016,3X1,12.85
24/11/2016,6X1,40.57
24/11/2016,9X1,67.08
24/11/2016,13X1,82.59
24/11/2016,26X1,48.16
24/11/2016,39X1,52.95
24/11/2016,52X1,43.39
24/11/2016,65X1,56.43
24/11/2016,91X1,40.03
24/11/2016,130X1,40.62
24/11/2016,195X1,47.64
24/11/2016,260X1,61.07
24/11/2016,390X1,74.67
24/11/2016,RR,NA
23/11/2016,RR,NA
